         29650667 function calls (29094292 primitive calls) in 19.868 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 registry.py:281(append_to_list)
        3    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       46    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
       14    0.000    0.000    0.000    0.000 re.py:223(split)
      294    0.000    0.000    0.000    0.000 attr.py:243(__call__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
     1118    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:48(filter)
        2    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        1    0.000    0.000    0.000    0.000 patches.py:3846(FancyBboxPatch)
        3    0.000    0.000    0.000    0.000 dml.py:261(_constructor_20_deprecations)
      286    0.000    0.000    0.000    0.000 range.py:294(step)
        2    0.000    0.000    0.000    0.000 pathlib.py:491(select_from)
      200    0.000    0.000    0.000    0.000 selectable.py:193(corresponding_column)
      698    0.000    0.000    0.000    0.000 ast.py:210(iter_fields)
        1    0.000    0.000    0.000    0.000 _mixins.py:96(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 selectable.py:422(FromClause)
      618    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       62    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
      690    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
        1    0.000    0.000    0.000    0.000 relationships.py:8(<module>)
        1    0.000    0.000    0.000    0.000 default.py:473(get_default_isolation_level)
       26    0.000    0.000    0.000    0.000 decl_base.py:37(_declared_mapping_info)
        1    0.000    0.000    0.000    0.000 widgets.py:2181(SpanSelector)
        1    0.000    0.000    0.000    0.000 categorical.py:256(Categorical)
        3    0.000    0.000    0.000    0.000 expr.py:283(disallowed)
        6    0.000    0.000    0.000    0.000 dataclasses.py:587(_hash_fn)
       13    0.000    0.000    0.000    0.000 visitors.py:665(traverse_using)
        1    0.000    0.000    0.000    0.000 dml.py:1424(Delete)
        1    0.000    0.000    0.000    0.000 base.py:2456(get_isolation_level)
        1    0.000    0.000    0.000    0.000 dviread.py:238(Dvi)
       20    0.000    0.000    0.000    0.000 colors.py:1179(reversed)
       32    0.000    0.000    0.000    0.000 _collections_abc.py:824(update)
        2    0.000    0.000    0.000    0.000 generic.py:1996(__contains__)
       16    0.000    0.000    0.000    0.000 getlimits.py:458(__new__)
      166    0.000    0.000    0.000    0.000 colors.py:943(copy)
        1    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        1    0.000    0.000    0.000    0.000 padding.py:6(<module>)
        1    0.000    0.000    0.000    0.000 base.py:3739(_convert_can_do_setop)
        1    0.000    0.000    0.000    0.000 widgets.py:3592(PolygonSelector)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      232    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 _arrays.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 path_registry.py:7(<module>)
     12/2    0.000    0.000    0.000    0.000 core.py:1503(makeOptionalList)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
       36    0.000    0.000    0.000    0.000 rcsetup.py:714(<genexpr>)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:2(<module>)
     1160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
      255    0.000    0.000    0.000    0.000 deprecations.py:329(repl)
       14    0.000    0.000    0.000    0.000 core.py:8149(__init__)
        1    0.000    0.000    0.000    0.000 proactor_events.py:1(<module>)
       44    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 selectable.py:2889(Values)
        1    0.000    0.000    0.000    0.000 helpers.py:14(delimited_list)
        1    0.000    0.000    0.000    0.000 expression.py:11(match)
        1    0.000    0.000    0.000    0.000 patches.py:1260(Arrow)
      252    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
        1    0.000    0.000    0.000    0.000 base_parser.py:80(ParserBase)
        4    0.000    0.000    0.000    0.000 cursor.py:1300(_init_metadata)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _docscrape.py:276(_parse_see_also)
      843    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       68    0.000    0.000    0.000    0.000 functions.py:958(__init__)
       51    0.000    0.000    0.000    0.000 __init__.py:1400(__init__)
       40    0.000    0.000    0.000    0.000 colors.py:1139(__init__)
      100    0.000    0.000    0.000    0.000 mapper.py:2763(_should_exclude)
       32    0.000    0.000    0.000    0.000 arraypad.py:454(_as_pairs)
        2    0.000    0.000    0.000    0.000 series.py:4776(_reduce)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:376(BasicInterpolation)
        7    0.000    0.000    0.000    0.000 compat.py:504(with_metaclass)
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
       13    0.000    0.000    0.000    0.000 util.py:643(reduce_columns)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:722(copy)
        1    0.000    0.000    0.000    0.000 patches.py:3087(ArrowStyle)
       24    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1263(<dictcomp>)
      131    0.000    0.000    0.000    0.000 core.py:1915(__eq__)
        2    0.000    0.000    0.000    0.000 base.py:6435(_transform_index)
        1    0.000    0.000    0.000    0.000 range.py:67(RangeIndex)
      100    0.000    0.000    0.000    0.000 properties.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 generic.py:1081(<listcomp>)
      322    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
      570    0.000    0.000    0.000    0.000 function_base.py:4995(_delete_dispatcher)
        1    0.000    0.000    0.000    0.000 TiffTags.py:419(_populate)
      100    0.000    0.000    0.000    0.000 elements.py:4807(__init__)
        1    0.000    0.000    0.000    0.000 doccer.py:205(filldoc)
        1    0.000    0.000    0.000    0.000 create.py:657(on_connect)
        1    0.000    0.000    0.000    0.000 row.py:179(Row)
     2598    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 _auth.py:209(caching_sha2_password_auth)
       14    0.000    0.000    0.000    0.000 core.py:8154(getdoc)
        1    0.000    0.000    0.000    0.000 doccer.py:231(unindent_dict)
       14    0.000    0.000    0.000    0.000 schema.py:4066(_replace)
       43    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
        1    0.000    0.000    0.000    0.000 _crosstab.py:1(<module>)
       26    0.000    0.000    0.000    0.000 visitors.py:630(iterate)
       10    0.000    0.000    0.000    0.000 types.py:69(new_class)
     1232    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
      100    0.000    0.000    0.000    0.000 instrumentation.py:362(install_descriptor)
       18    0.000    0.000    0.000    0.000 cycler.py:415(cycler)
        5    0.000    0.000    0.000    0.000 enum.py:884(_missing_)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mysqldb.py:168(on_connect)
      186    0.000    0.000    0.000    0.000 docscrape.py:56(read)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1192(oneshot)
        1    0.000    0.000    0.000    0.000 period.py:115(PeriodArray)
        1    0.000    0.000    0.000    0.000 sysconfig.py:138(is_python_build)
        1    0.000    0.000    0.000    0.000 ddl.py:367(_CreateDropBase)
        1    0.000    0.000    0.000    0.000 sysconfig.py:121(_is_python_source_dir)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1854(__init__)
      100    0.000    0.000    0.000    0.000 schema.py:1959(_setup_on_memoized_fks)
        5    0.000    0.000    0.000    0.000 typing.py:768(__instancecheck__)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cursor.py:155(__init__)
       39    0.000    0.000    0.000    0.000 clsregistry.py:227(add_class)
        1    0.000    0.000    0.000    0.000 pathlib.py:461(_make_selector)
     1358    0.000    0.000    0.000    0.000 legacy.py:80(<genexpr>)
      139    0.000    0.000    0.000    0.000 langhelpers.py:1475(__new__)
       66    0.000    0.000    0.000    0.000 dataclasses.py:610(_is_type)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:118(pyparsing_unicode)
       14    0.000    0.000    0.000    0.000 doccer.py:239(unindent_string)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        4    0.000    0.000    0.000    0.000 common.py:495(get_compression_method)
     2222    0.000    0.000    0.000    0.000 copy.py:182(_deepcopy_atomic)
        8    0.000    0.000    0.000    0.000 take.py:288(_get_take_nd_function_cached)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2592(__init__)
        1    0.000    0.000    0.000    0.000 po.py:13(StockValidationResult)
      286    0.000    0.000    0.000    0.000 range.py:271(stop)
        3    0.000    0.000    0.000    0.000 ansi.py:26(__init__)
      120    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
      166    0.000    0.000    0.000    0.000 colors.py:761(__copy__)
        1    0.000    0.000    0.000    0.000 base.py:9(<module>)
       40    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
      286    0.000    0.000    0.000    0.000 managers.py:2348(<listcomp>)
        5    0.000    0.000    0.000    0.000 enum.py:894(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 traversals.py:330(_generate_cache_key)
     1140    0.000    0.000    0.000    0.000 numerictypes.py:650(<listcomp>)
      154    0.000    0.000    0.000    0.000 decl_api.py:79(__setattr__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1261(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 pathlib.py:527(__init__)
       10    0.000    0.000    0.000    0.000 version.py:42(parse)
     1063    0.000    0.000    0.000    0.000 decl_base.py:432(local_attributes_for_class)
        1    0.000    0.000    0.000    0.000 traversals.py:276(_generate_cache_key)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base.py:256(_listen)
        5    0.000    0.000    0.000    0.000 typing.py:771(__subclasscheck__)
       26    0.000    0.000    0.000    0.000 base.py:351(_is_mapped_class)
      285    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
        1    0.000    0.000    0.000    0.000 win32.py:4(<module>)
      286    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      111    0.000    0.000    0.000    0.000 typing.py:868(__new__)
       26    0.000    0.000    0.000    0.000 artist.py:24(allow_rasterization)
    393/1    0.000    0.000    0.000    0.000 __config__.py:14(_cleanup)
       42    0.000    0.000    0.000    0.000 core.py:287(wrapper)
        2    0.000    0.000    0.000    0.000 deprecations.py:74(decorate)
      300    0.000    0.000    0.000    0.000 base.py:100(__getattr__)
        1    0.000    0.000    0.000    0.000 url.py:28(URL)
      618    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 selectable.py:6543(ScalarSelect)
      571    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:190(compile_pattern)
        1    0.000    0.000    0.000    0.000 _recattrs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 managers.py:2149(create_block_manager_from_column_arrays)
     45/1    0.000    0.000    0.000    0.000 __config__.py:20(<dictcomp>)
       26    0.000    0.000    0.000    0.000 core.py:914(__init__)
        2    0.000    0.000    0.000    0.000 visitors.py:263(generate_dispatch)
        1    0.000    0.000    0.000    0.000 __init__.py:905(<dictcomp>)
      286    0.000    0.000    0.000    0.000 range.py:190(_constructor)
     1375    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      402    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
     1062    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 _pswindows.py:720(Process)
        1    0.000    0.000    0.000    0.000 dtypes.py:823(PeriodDtype)
        1    0.000    0.000    0.000    0.000 operators.py:11(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:362(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 period.py:80(PeriodIndex)
       10    0.000    0.000    0.000    0.000 version.py:261(__init__)
       12    0.000    0.000    0.000    0.000 core.py:5585(__init__)
       35    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        1    0.000    0.000    0.000    0.000 patches.py:1316(FancyArrow)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
